F02	crates/sema-core/src/async_signal.rs:10://! is [`YieldReason::Sleep`], which a ctx-less `async/sleep` uses to surface a
F06	crates/sema-core/src/async_signal.rs:126:/// will NEVER resume from (cancellation via `async/cancel`, `async/timeout`
F06	crates/sema-core/src/async_signal.rs:139:thread_local! {
F06	crates/sema-core/src/async_signal.rs:160:thread_local! {
F08B	crates/sema-core/src/async_signal.rs:185:/// milliseconds (already bounded by the `async/sleep`/`async/timeout` caps).
F06	crates/sema-core/src/async_signal.rs:188:thread_local! {
F08B	crates/sema-core/src/async_signal.rs:193:/// real `Atomics.wait` on a `SharedArrayBuffer`, so `async/sleep` paces in real
F08B	crates/sema-core/src/async_signal.rs:196:/// `std::thread::sleep` default below.
F02	crates/sema-core/src/async_signal.rs:20:/// `NativeOutcome` ABI; only `async/sleep`'s ctx-less value ABI still yields.
F08B	crates/sema-core/src/async_signal.rs:217:    std::thread::sleep(std::time::Duration::from_millis(ms));
F02	crates/sema-core/src/async_signal.rs:22:pub enum YieldReason {
F06	crates/sema-core/src/async_signal.rs:253:thread_local! {
F06	crates/sema-core/src/async_signal.rs:27:thread_local! {
F02	crates/sema-core/src/async_signal.rs:30:    static YIELD_SIGNAL: RefCell<Option<YieldReason>> = const { RefCell::new(None) };
F06	crates/sema-core/src/async_signal.rs:350:thread_local! {
F02	crates/sema-core/src/async_signal.rs:36:    /// kept for the ctx-less `async/sleep` symmetry.
F02	crates/sema-core/src/async_signal.rs:42:    /// signal (e.g. `async/sleep`) check this to decide between yielding to the
F06	crates/sema-core/src/async_signal.rs:454:thread_local! {
F02	crates/sema-core/src/async_signal.rs:50:pub fn set_yield_signal(reason: YieldReason) {
F08A	crates/sema-core/src/async_signal.rs:531:/// program — including one blocked in a real `Atomics.wait` sleep.
F06	crates/sema-core/src/async_signal.rs:534:thread_local! {
F02	crates/sema-core/src/async_signal.rs:55:pub fn take_yield_signal() -> Option<YieldReason> {
F05	crates/sema-core/src/async_signal.rs:63:pub fn take_resume_value() -> Option<Value> {
F02	crates/sema-core/src/async_signal.rs:6://! sema-vm. Follows the same pattern as `set_eval_callback`.
F02	crates/sema-core/src/async_signal.rs:70:/// yielding native (`async/sleep`, …) surfaces the yield signal so the runtime
F06	crates/sema-core/src/async_signal.rs:84:thread_local! {
H09	crates/sema-core/src/async_signal.rs:95:    /// (`drive_handle_to_settlement` → `block_on_inbox`, which cannot work
F10	crates/sema-core/src/context.rs:153:        // natives (e.g. `async/sleep`, registered via the value-only ABI) can
F10	crates/sema-core/src/context.rs:170:    /// dispatched through `sema_core::call_callback`, which runs them on a fresh
F10	crates/sema-core/src/context.rs:183:        // ctx-less yielding natives via `in_runtime_quantum` — `async/sleep`,
F10	crates/sema-core/src/context.rs:19:/// values out of it (leaving nil behind). See [`call_callback_owned`].
F14	crates/sema-core/src/context.rs:815:thread_local! {
F10	crates/sema-core/src/context.rs:831:pub fn set_eval_callback(ctx: &EvalContext, f: EvalCallbackFn) {
F10	crates/sema-core/src/context.rs:838:pub fn set_call_callback(ctx: &EvalContext, f: CallCallbackFn) {
F10	crates/sema-core/src/context.rs:845:pub fn eval_callback(ctx: &EvalContext, expr: &Value, env: &Env) -> Result<Value, SemaError> {
F10	crates/sema-core/src/context.rs:854:pub fn call_callback(ctx: &EvalContext, func: &Value, args: &[Value]) -> Result<Value, SemaError> {
F10	crates/sema-core/src/context.rs:862:/// interpreter init, alongside [`set_call_callback`].
F10	crates/sema-core/src/context.rs:863:pub fn set_call_owned_callback(ctx: &EvalContext, f: CallOwnedCallbackFn) {
F10	crates/sema-core/src/context.rs:870:/// behind). This is the refcount-shedding variant of [`call_callback`] — a
F10	crates/sema-core/src/context.rs:875:pub fn call_callback_owned(
F10	crates/sema-core/src/context.rs:883:    call_callback(ctx, func, args)
F20	crates/sema-core/src/cycle.rs:321:/// Registered by sema-vm at startup (same pattern as `set_eval_callback`,
F20	crates/sema-core/src/cycle.rs:525:thread_local! {
F09B	crates/sema-core/src/io_backend.rs:141:/// [`IoBackend::block_on_boxed`]: the output travels through a stack slot, so
F09B	crates/sema-core/src/io_backend.rs:144:/// `sema_io::io_block_on`. NATIVE-ONLY semantics — see the trait method.
F09B	crates/sema-core/src/io_backend.rs:145:pub fn io_block_on<F: Future>(fut: F) -> F::Output {
F09B	crates/sema-core/src/io_backend.rs:148:    backend.block_on_boxed(Box::pin(async {
F09A	crates/sema-core/src/io_backend.rs:14://! go through `sema_io::{io_spawn, io_spawn_blocking, io_block_on}` — the raw
F09B	crates/sema-core/src/io_backend.rs:151:    slot.expect("io_block_on: block_on_boxed returned without completing the future")
F09B	crates/sema-core/src/io_backend.rs:21://! `io_block_on` is legal from the VM thread, plain OS threads, and
F09B	crates/sema-core/src/io_backend.rs:23://! async-driver thread ("cannot block_on from within a runtime worker"). A
F09B	crates/sema-core/src/io_backend.rs:24://! `block_on`'d future may transiently need at most ONE blocking slot of its own
F09A	crates/sema-core/src/io_backend.rs:34:/// `IoHandle::with_abort` one-for-one. Dropping the hook does NOT abort.
F09B	crates/sema-core/src/io_backend.rs:53:/// panics in `block_on_boxed` (every synchronous blocking consumer is
F09B	crates/sema-core/src/io_backend.rs:67:    fn block_on_boxed(&self, fut: Pin<Box<dyn Future<Output = ()> + '_>>);
F09A	crates/sema-core/src/io_backend.rs:6://! `set_eval_callback`, the otel task callbacks, the usage-scope callbacks,
F09A	crates/sema-core/src/io_backend.rs:92:thread_local! {
F36	crates/sema-core/src/lib.rs:33:    set_usage_scope_task_callbacks, set_yield_signal, take_resume_value, take_task_llm_scope,
F36	crates/sema-core/src/lib.rs:34:    take_task_otel, take_task_usage_scope, take_yield_signal, usage_scope_ambient_is_empty,
F36	crates/sema-core/src/lib.rs:38:    UsageScopeCaptureFn, UsageScopeInstallFn, UsageScopeIsEmptyFn, UsageScopeTakeFn, YieldReason,
F36	crates/sema-core/src/lib.rs:41:    call_callback, call_callback_owned, eval_callback, set_call_callback, set_call_owned_callback,
F36	crates/sema-core/src/lib.rs:42:    set_eval_callback, with_stdlib_ctx, CallCallbackFn, CallOwnedCallbackFn, EvalCallbackFn,
F36	crates/sema-core/src/lib.rs:57:    io_backend, io_block_on, io_spawn, io_spawn_blocking, set_io_backend, AbortHook, BoxIoFuture,
F21A	crates/sema-core/src/mcp_cassette.rs:27:thread_local! {
F21B	crates/sema-core/src/mcp_cassette.rs:63:    thread_local! {
F21A	crates/sema-core/src/mcp_cassette.rs:6://! pointers into its thread-local cassette, exactly like `set_eval_callback`);
F22	crates/sema-core/src/output_hook.rs:12:thread_local! {
F22	crates/sema-core/src/output_hook.rs:42:thread_local! {
F18	crates/sema-core/src/value.rs:153:    /// "requires runtime invocation" hard-error stub (async/spawn, channel/*,
F18	crates/sema-core/src/value.rs:155:    /// `with_ctx_runtime`, e.g. `async/sleep`, `__llm-chat-blocking`) has a real
C17	crates/sema-core/src/value.rs:2758:thread_local! {
C17	crates/sema-core/src/value.rs:28:thread_local! {
F18	crates/sema-core/src/value.rs:318:    /// eval and the legacy scheduler). `async/sleep` uses this so it suspends
F18	crates/sema-core/src/value.rs:385:    /// (`async/spawn`, `channel/*`, `async/resolved`, …). Callback-driving
F15	crates/sema-core/src/value.rs:467:/// the user explicitly cancels via `async/cancel` is *not* a normal rejection
F15	crates/sema-core/src/value.rs:469:/// `async/cancelled?` be precise without string-matching, and lets
F32	crates/sema-core/src/value.rs:667:    let dispatch_val = crate::call_callback(ctx, &mm.dispatch_fn, args)?;
C17	crates/sema-core/src/value.rs:94:thread_local! {
H04	crates/sema-dap/src/server.rs:1059:                    while let Ok(cmd) = ds.command_rx.recv() {
H04	crates/sema-dap/src/server.rs:263:                reply_rx.recv().await.unwrap_or_default()
H04	crates/sema-dap/src/server.rs:694:    tokio::task::spawn_blocking(move || reply_rx.recv().unwrap_or_default())
H04	crates/sema-dap/src/server.rs:708:    tokio::task::spawn_blocking(move || reply_rx.recv().unwrap_or_else(|_| Err(err_msg)))
H04	crates/sema-dap/src/server.rs:809:        let req = rx.blocking_recv();
H04	crates/sema-dap/src/server.rs:903:                    while let Ok(evt) = dbg_event_rx.recv() {
H04	crates/sema-dap/src/server.rs:94:            Some(event) = event_bridge_rx.recv() => {
H04	crates/sema-dap/src/server.rs:995:                    // with no `RuntimeState` borrow held. Async ops (async/await,
F33	crates/sema-eval/src/debug_session.rs:16:thread_local! {
F31	crates/sema-eval/src/eval.rs:141:        // `Rc<Env>` and `Value` edges (a still-parked/detached `async/spawn`
F32	crates/sema-eval/src/eval.rs:1824:    // (`async/await`, `channel/*`, …) inside the eval'd form instead of the
F32	crates/sema-eval/src/eval.rs:206:        sema_core::set_eval_callback(&ctx, eval_value_vm);
F32	crates/sema-eval/src/eval.rs:207:        sema_core::set_call_callback(&ctx, call_value);
F32	crates/sema-eval/src/eval.rs:208:        sema_core::set_call_owned_callback(&ctx, call_value_owned);
F32	crates/sema-eval/src/eval.rs:2103:                    sema_core::call_callback(ctx, &thunk.body, &[])?
F32	crates/sema-eval/src/eval.rs:227:        sema_core::set_eval_callback(&ctx, eval_value_vm);
F32	crates/sema-eval/src/eval.rs:228:        sema_core::set_call_callback(&ctx, call_value);
F32	crates/sema-eval/src/eval.rs:229:        sema_core::set_call_owned_callback(&ctx, call_value_owned);
F31	crates/sema-eval/src/eval.rs:2658:    // ACCEPTANCE GATE (Task 04 native-suspend ABI, first async op): `async/sleep`
F31	crates/sema-eval/src/eval.rs:2670:            .eval_str_via_runtime("(async/sleep 2)")
F31	crates/sema-eval/src/eval.rs:2671:            .expect("async/sleep settles through the runtime");
F31	crates/sema-eval/src/eval.rs:2681:            .eval_str_via_runtime("(begin (async/sleep 2) (+ 40 2))")
F31	crates/sema-eval/src/eval.rs:2682:            .expect("program continues past async/sleep");
F31	crates/sema-eval/src/eval.rs:2686:    // `async/spawn` + `async/await` round-trip through the runtime: spawn a
F31	crates/sema-eval/src/eval.rs:2694:            .eval_str_via_runtime("(await (async/spawn (fn () (+ 40 2))))")
F31	crates/sema-eval/src/eval.rs:2708:                   (define a (async/spawn (fn () (+ 1 2)))) \
F31	crates/sema-eval/src/eval.rs:2709:                   (define b (async/spawn (fn () (* 4 5)))) \
F31	crates/sema-eval/src/eval.rs:2716:    // A spawned task that itself parks on a timer (`async/sleep`) and resumes:
F31	crates/sema-eval/src/eval.rs:2723:            .eval_str_via_runtime("(await (async/spawn (fn () (async/sleep 2) 7)))")
F31	crates/sema-eval/src/eval.rs:2736:    // detached task (parked on its `async/sleep` timer at the end of call one)
F31	crates/sema-eval/src/eval.rs:2745:            .eval_str_via_runtime("(define p (async/spawn (fn () (async/sleep 2) 42)))")
F31	crates/sema-eval/src/eval.rs:2769:                .eval_str_via_runtime("(async/spawn (fn () (async/sleep 100000) 1)) 7")
F31	crates/sema-eval/src/eval.rs:2788:        let result = interp.eval_str_via_runtime("(await (async/spawn (fn () (error \"boom\"))))");
F31	crates/sema-eval/src/eval.rs:2800:            .eval_str_via_runtime("(let ((p (async/spawn (fn () 5)))) (async/sleep 5) (await p))")
F31	crates/sema-eval/src/eval.rs:2813:                   (define p (async/spawn (fn () 99))) \
F31	crates/sema-eval/src/eval.rs:2814:                   (define a (async/spawn (fn () (await p)))) \
F31	crates/sema-eval/src/eval.rs:2815:                   (define b (async/spawn (fn () (await p)))) \
F31	crates/sema-eval/src/eval.rs:2827:            .eval_str_via_runtime("(await (async/spawn (fn () (await (async/spawn (fn () 42))))))")
F31	crates/sema-eval/src/eval.rs:2838:            .eval_str_via_runtime("(begin (async/spawn (fn () 1)) 99)")
F31	crates/sema-eval/src/eval.rs:2852:                    (set! p (async/spawn (fn () (async/sleep 1) (await p)))) \
F31	crates/sema-eval/src/eval.rs:2886:        match rx.recv_timeout(std::time::Duration::from_secs(30)) {
F31	crates/sema-eval/src/eval.rs:2912:    // GATE — top-level `channel/recv` on an empty channel with no sender parks
F31	crates/sema-eval/src/eval.rs:2914:    // it with the legacy "channel/recv: channel is empty".
F31	crates/sema-eval/src/eval.rs:2917:        assert_runtime_deadlock_matches_oracle("(channel/recv (channel/new 1))");
F31	crates/sema-eval/src/eval.rs:2920:    // GATE — top-level `channel/send` on a full channel with no receiver parks
F31	crates/sema-eval/src/eval.rs:2921:    // the root; the drive loop settles it with the legacy "channel/send: channel
F31	crates/sema-eval/src/eval.rs:2927:            "(begin (define ch (channel/new 1)) (channel/send ch 1) (channel/send ch 2))",
F31	crates/sema-eval/src/eval.rs:2940:               (set! pa (async/spawn (fn () (async/sleep 1) (await pb)))) \
F31	crates/sema-eval/src/eval.rs:2941:               (set! pb (async/spawn (fn () (async/sleep 1) (await pa)))) \
F31	crates/sema-eval/src/eval.rs:2959:            .eval_str_via_runtime("(async/spawn (fn () (async/sleep 5000) 1))")
F31	crates/sema-eval/src/eval.rs:2970:    // awaited promise is still Pending at the moment `async/await` runs, the
F31	crates/sema-eval/src/eval.rs:2985:                "(try (await (async/spawn (fn () (async/sleep 2) (error \"x\")))) \
F31	crates/sema-eval/src/eval.rs:2998:            .eval_str_via_runtime("(await (async/spawn (fn () (async/sleep 2) (error \"boom\"))))");
F31	crates/sema-eval/src/eval.rs:3020:                "(async/all (list (async/spawn (fn () 1)) \
F31	crates/sema-eval/src/eval.rs:3021:                                  (async/spawn (fn () 2)) \
F31	crates/sema-eval/src/eval.rs:3022:                                  (async/spawn (fn () 3))))",
F31	crates/sema-eval/src/eval.rs:3024:            .expect("async/all resolves through the runtime");
F31	crates/sema-eval/src/eval.rs:3032:            .eval_str_via_runtime("(async/all (list))")
F31	crates/sema-eval/src/eval.rs:3033:            .expect("async/all of empty input");
F31	crates/sema-eval/src/eval.rs:3046:                   (define sib (async/spawn (fn () (async/sleep 4) (channel/send ch 77) 1))) \
F31	crates/sema-eval/src/eval.rs:3047:                   (define bad (async/spawn (fn () (error \"boom\")))) \
F31	crates/sema-eval/src/eval.rs:3048:                   (define outcome (try (async/all (list bad sib)) (catch e :caught))) \
F31	crates/sema-eval/src/eval.rs:3049:                   (list outcome (await sib) (channel/recv ch)))",
F31	crates/sema-eval/src/eval.rs:3062:                   (define fast (async/spawn (fn () 10))) \
F31	crates/sema-eval/src/eval.rs:3063:                   (define slow (async/spawn (fn () (async/sleep 5) (channel/send ch 88) 20))) \
F31	crates/sema-eval/src/eval.rs:3064:                   (define winner (async/race (list fast slow))) \
F31	crates/sema-eval/src/eval.rs:3065:                   (list winner (await slow) (channel/recv ch)))",
F31	crates/sema-eval/src/eval.rs:3075:            .eval_str_via_runtime("(async/timeout 10000 (async/spawn (fn () (async/sleep 1) 5)))")
F31	crates/sema-eval/src/eval.rs:3087:                   (define slow (async/spawn (fn () (async/sleep 20) (channel/send ch 55) 9))) \
F31	crates/sema-eval/src/eval.rs:3088:                   (define outcome (try (async/timeout 1 slow) (catch e :timeout))) \
F31	crates/sema-eval/src/eval.rs:3089:                   (list outcome (await slow) (channel/recv ch)))",
F31	crates/sema-eval/src/eval.rs:3097:    // yield seam. Unlike the earlier async/all|race|timeout channel uses (which
F31	crates/sema-eval/src/eval.rs:3110:                   (async/spawn (fn () (channel/send ch 42))) \
F31	crates/sema-eval/src/eval.rs:3111:                   (channel/recv ch))",
F31	crates/sema-eval/src/eval.rs:3126:                   (channel/send ch 1) (channel/send ch 2) (channel/send ch 3) \
F31	crates/sema-eval/src/eval.rs:3127:                   (list (channel/recv ch) (channel/recv ch) (channel/recv ch)))",
F31	crates/sema-eval/src/eval.rs:3144:                   (define p (async/spawn (fn () \
F31	crates/sema-eval/src/eval.rs:3145:                       (channel/send ch 1) (channel/send ch 2) (channel/send ch 3) :done))) \
F31	crates/sema-eval/src/eval.rs:3146:                   (define out (list (channel/recv ch) (channel/recv ch) (channel/recv ch))) \
F31	crates/sema-eval/src/eval.rs:3156:    fn runtime_channel_blocking_recv_parks_until_sent() {
F31	crates/sema-eval/src/eval.rs:3162:                   (async/spawn (fn () (async/sleep 2) (channel/send ch 77))) \
F31	crates/sema-eval/src/eval.rs:3163:                   (channel/recv ch))",
F31	crates/sema-eval/src/eval.rs:3176:               (channel/send ch 1) \
F31	crates/sema-eval/src/eval.rs:3178:               (list (channel/recv ch) (channel/recv ch)))",
F31	crates/sema-eval/src/eval.rs:3191:                   (try (channel/send ch 9) (catch e :send-failed)))",
F31	crates/sema-eval/src/eval.rs:3226:               (channel/send ch 10) \
F31	crates/sema-eval/src/eval.rs:3227:               (channel/send ch 20) \
F31	crates/sema-eval/src/eval.rs:3239:               (channel/send ch 10) \
F31	crates/sema-eval/src/eval.rs:3240:               (channel/send ch 20) \
F31	crates/sema-eval/src/eval.rs:3251:               (channel/send ch 1) \
F31	crates/sema-eval/src/eval.rs:3252:               (channel/send ch 2) \
F31	crates/sema-eval/src/eval.rs:3262:               (channel/send ch 7) \
F31	crates/sema-eval/src/eval.rs:3270:    // GATE 1: `async/cancel` returns `#t` ONLY for the FIRST cancellation request
F31	crates/sema-eval/src/eval.rs:3278:                "(let ((p (async/spawn (fn () (async/sleep 100000) 42)))) \
F31	crates/sema-eval/src/eval.rs:3279:                   (list (async/cancel p) (async/cancel p)))",
F31	crates/sema-eval/src/eval.rs:3281:            .expect("async/cancel of a sleeping spawned task drives through the runtime");
F31	crates/sema-eval/src/eval.rs:3289:    // GATE 1b: `async/cancel` returns `#f` for a synthetic promise (no backing
F31	crates/sema-eval/src/eval.rs:3295:            .eval_str_via_runtime("(async/cancel (async/resolved 5))")
F31	crates/sema-eval/src/eval.rs:3308:                "(let ((p (async/spawn (fn () (async/sleep 100000) 42)))) \
F31	crates/sema-eval/src/eval.rs:3309:                   (async/cancel p) \
F31	crates/sema-eval/src/eval.rs:3326:            "(let ((p (async/spawn (fn () (async/sleep 100000) 42)))) \
F31	crates/sema-eval/src/eval.rs:3327:               (async/cancel p) \
F31	crates/sema-eval/src/eval.rs:3338:    // GATE 3: a task blocked on a LONG `async/sleep`, when cancelled, actually
F31	crates/sema-eval/src/eval.rs:3340:    // NOT after the full (100s) sleep. The promise reports `async/cancelled?`
F31	crates/sema-eval/src/eval.rs:3348:                "(let ((p (async/spawn (fn () (async/sleep 100000) 42)))) \
F31	crates/sema-eval/src/eval.rs:3349:                   (async/cancel p) \
F31	crates/sema-eval/src/eval.rs:3351:                   (async/cancelled? p))",
F31	crates/sema-eval/src/eval.rs:3368:    // `channel/recv` is tracked ONLY in `channel_waits`, with a wait key that is
F31	crates/sema-eval/src/eval.rs:3377:    // PROMPTLY; `async/cancelled?` is #t and `await` raises a catchable
F31	crates/sema-eval/src/eval.rs:3385:                "(let ((p (async/spawn (fn () (channel/recv (channel/new 1)))))) \
F31	crates/sema-eval/src/eval.rs:3386:                   (async/cancel p) \
F31	crates/sema-eval/src/eval.rs:3387:                   (list (try (await p) (catch e (:type e))) (async/cancelled? p)))",
F31	crates/sema-eval/src/eval.rs:3402:    // GATE B: THE HANG PROOF. A detached task left parked on `channel/recv` when
F31	crates/sema-eval/src/eval.rs:3415:            .eval_str_via_runtime("(async/spawn (fn () (channel/recv (channel/new 1)))) 42")
F31	crates/sema-eval/src/eval.rs:3435:                "(async/spawn (fn () (let ((c (channel/new 1))) (channel/send c 1) (channel/send c 99)))) 7",
F31	crates/sema-eval/src/eval.rs:3446:    // GATE D: owned fail-fast that cancels a worker parked on `channel/recv`
F31	crates/sema-eval/src/eval.rs:3457:                     (try (async/spawn-all \
F31	crates/sema-eval/src/eval.rs:3459:                                  (fn () (channel/recv ch)))) \
F31	crates/sema-eval/src/eval.rs:3477:    // observational `async/all`/`race`/`timeout` gates above, where the supplied
F31	crates/sema-eval/src/eval.rs:3480:    // async/spawn-all GATE 1 — happy path: values in INPUT order.
F31	crates/sema-eval/src/eval.rs:3485:            .eval_str_via_runtime("(async/spawn-all (list (fn () 1) (fn () 2) (fn () 3)))")
F31	crates/sema-eval/src/eval.rs:3490:    // async/spawn-all GATE 1b — empty input → empty list.
F31	crates/sema-eval/src/eval.rs:3495:            .eval_str_via_runtime("(async/spawn-all (list))")
F31	crates/sema-eval/src/eval.rs:3500:    // async/spawn-all GATE 2 — fail-fast OWNERSHIP: one child errors immediately;
F31	crates/sema-eval/src/eval.rs:3512:                     (try (async/spawn-all \
F31	crates/sema-eval/src/eval.rs:3513:                            (list (fn () (async/sleep 60) (set! flag 77) 1) \
F31	crates/sema-eval/src/eval.rs:3516:                   (async/sleep 200) \
F31	crates/sema-eval/src/eval.rs:3548:                                        (begin (async/sleep 60) (set! flag x) x))) \
F31	crates/sema-eval/src/eval.rs:3551:                   (async/sleep 200) \
F31	crates/sema-eval/src/eval.rs:3572:                     (async/sleep 15) \
F31	crates/sema-eval/src/eval.rs:3618:                     (if (= x 1) (begin (async/sleep 5) (error \"boom\")) \
F31	crates/sema-eval/src/eval.rs:3619:                         (begin (async/sleep 60) (set! flag x) x))) \
F31	crates/sema-eval/src/eval.rs:3622:                   (async/sleep 200) \
F31	crates/sema-eval/src/eval.rs:3629:    // async/race-owned GATE 1 — first settlement wins AND the loser is CANCELLED
F31	crates/sema-eval/src/eval.rs:3640:                     (async/race-owned \
F31	crates/sema-eval/src/eval.rs:3642:                             (fn () (async/sleep 60) (set! flag 99) 20)))) \
F31	crates/sema-eval/src/eval.rs:3643:                   (async/sleep 200) \
F31	crates/sema-eval/src/eval.rs:3654:    // async/race-owned GATE 2 — empty input is an argument error.
F31	crates/sema-eval/src/eval.rs:3660:                .eval_str_via_runtime("(try (async/race-owned (list)) (catch e :empty))",)
F31	crates/sema-eval/src/eval.rs:3666:    // async/race-owned GATE 3 — the first settlement being an error re-raises it.
F31	crates/sema-eval/src/eval.rs:3672:                "(try (async/race-owned (list (fn () (error \"boom\")) \
F31	crates/sema-eval/src/eval.rs:3673:                                              (fn () (async/sleep 100) 2))) \
F31	crates/sema-eval/src/eval.rs:3691:                            (fn () (async/sleep 200) (set! flag 5) :done)) \
F31	crates/sema-eval/src/eval.rs:3693:                   (async/sleep 300) \
F31	crates/sema-eval/src/eval.rs:3709:            .eval_str_via_runtime("(async/with-timeout 10000 (fn () (async/sleep 1) 42))")
F31	crates/sema-eval/src/eval.rs:3730:    // at bytecode level via `__spawn-apply` rather than `(map async/spawn …)`.
F31	crates/sema-eval/src/eval.rs:3732:    // `(map async/spawn …)` shape would raise "async yield outside of scheduler
F31	crates/sema-eval/src/eval.rs:3787:                "(map (fn (x) (async/await (async/spawn (fn () (* x x))))) (list 1 2 3))",
F31	crates/sema-eval/src/eval.rs:3796:    // The embedding-style shape: each `async` desugars to `(async/spawn (fn ()
F31	crates/sema-eval/src/eval.rs:3797:    // …))`, so `map` produces a list of promises which `async/all` then awaits.
